Product,Type,Release Date,Process Size (nm),TDP (W),DieSizeValue,Die Size (mm^2),Transistors (million),Freq (GHz),Foundry,Vendor
NVIDIA Quadro K5200,GPU,2014-07-22,28.0,150.0,561.0,561,7080.0,667.0,TSMC,NVIDIA
NVIDIA Quadro K620,GPU,2014-07-22,28.0,45.0,148.0,148,1870.0,1058.0,TSMC,NVIDIA
NVIDIA Tesla K8,GPU,2014-09-16,28.0,100.0,294.0,294,3540.0,693.0,TSMC,NVIDIA
NVIDIA Tesla K80,GPU,2014-11-17,28.0,300.0,561.0,561,7100.0,562.0,TSMC,NVIDIA
AMD FirePro S9170,GPU,2015-07-08,28.0,275.0,438.0,438,6200.0,930.0,TSMC,AMD
AMD FirePro W4300,GPU,2015-12-01,28.0,50.0,160.0,160,2080.0,930.0,TSMC,AMD
AMD FirePro W7170M,GPU,2015-10-02,28.0,100.0,366.0,366,5000.0,723.0,TSMC,AMD
AMD Radeon E8870 MXM,GPU,2015-09-29,28.0,75.0,160.0,160,2080.0,1000.0,TSMC,AMD
AMD Radeon E8870 PCIe,GPU,2015-09-29,28.0,75.0,160.0,160,2080.0,1000.0,TSMC,AMD
AMD Radeon E8950,GPU,2015-09-29,28.0,95.0,366.0,366,5000.0,735.0,TSMC,AMD
AMD Radeon R5 340 OEM,GPU,2015-05-05,28.0,65.0,77.0,77,950.0,730.0,TSMC,AMD
AMD Radeon R5 340X OEM,GPU,2015-05-05,28.0,65.0,77.0,77,950.0,900.0,TSMC,AMD
AMD Radeon R5 M330,GPU,2015-05-05,28.0,18.0,56.0,56,690.0,955.0,TSMC,AMD
AMD Radeon R5 Mobile Graphics,GPU,2015-11-07,28.0,15.0,125.0,125,1200.0,200.0,GlobalFoundries,AMD
AMD Radeon R6 Mobile Graphics,GPU,2015-11-07,28.0,15.0,125.0,125,1200.0,200.0,GlobalFoundries,AMD
AMD Radeon R7 340 OEM,GPU,2015-05-05,28.0,50.0,77.0,77,950.0,730.0,TSMC,AMD
AMD Radeon R7 340 OEM,GPU,2015-05-05,28.0,50.0,77.0,77,950.0,730.0,TSMC,AMD
AMD Radeon R7 350 OEM,GPU,2015-05-05,28.0,65.0,77.0,77,950.0,1000.0,TSMC,AMD
AMD Radeon R7 350X OEM,GPU,2015-05-05,28.0,65.0,77.0,77,950.0,1000.0,TSMC,AMD
AMD Radeon R7 360,GPU,2015-06-18,28.0,100.0,160.0,160,2080.0,1000.0,TSMC,AMD
AMD Radeon R7 360 896SP,GPU,2015-06-18,28.0,85.0,160.0,160,2080.0,1100.0,TSMC,AMD
AMD Radeon R7 360E,GPU,2015-12-30,28.0,75.0,160.0,160,2080.0,1050.0,TSMC,AMD
AMD Radeon R7 370,GPU,2015-06-18,28.0,110.0,212.0,212,2800.0,925.0,TSMC,AMD
AMD Radeon R7 Mobile Graphics,GPU,2015-11-15,28.0,15.0,125.0,125,1200.0,200.0,GlobalFoundries,AMD
AMD Radeon R9 360 OEM,GPU,2015-05-05,28.0,75.0,160.0,160,2080.0,1000.0,TSMC,AMD
AMD Radeon R9 370,GPU,2015-05-05,28.0,110.0,212.0,212,2800.0,925.0,TSMC,AMD
AMD Radeon R9 370 1024SP,GPU,2015-06-12,28.0,150.0,212.0,212,2800.0,925.0,TSMC,AMD
AMD Radeon R9 370X,GPU,2015-08-27,28.0,180.0,212.0,212,2800.0,980.0,TSMC,AMD
AMD Radeon R9 380,GPU,2015-06-18,28.0,190.0,366.0,366,5000.0,970.0,TSMC,AMD
AMD Radeon R9 380 OEM,GPU,2015-05-05,28.0,190.0,366.0,366,5000.0,918.0,TSMC,AMD
AMD Radeon R9 380X,GPU,2015-11-19,28.0,190.0,366.0,366,5000.0,970.0,TSMC,AMD
AMD Radeon R9 390,GPU,2015-06-18,28.0,275.0,438.0,438,6200.0,1000.0,TSMC,AMD
AMD Radeon R9 390 X2,GPU,2015-09-03,28.0,580.0,438.0,438,6200.0,1000.0,TSMC,AMD
AMD Radeon R9 390X,GPU,2015-06-18,28.0,275.0,438.0,438,6200.0,1050.0,TSMC,AMD
AMD Radeon R9 FURY,GPU,2015-07-10,28.0,275.0,596.0,596,8900.0,1000.0,TSMC,AMD
AMD Radeon R9 FURY X,GPU,2015-06-24,28.0,275.0,596.0,596,8900.0,1050.0,TSMC,AMD
AMD Radeon R9 M395 Mac Edition,GPU,2015-05-05,28.0,250.0,366.0,366,5000.0,834.0,TSMC,AMD
AMD Radeon R9 Nano,GPU,2015-08-27,28.0,175.0,596.0,596,8900.0,1000.0,TSMC,AMD
NVIDIA GRID M6-8Q,GPU,2015-08-30,28.0,100.0,398.0,398,5200.0,722.0,TSMC,NVIDIA
NVIDIA GRID M60-1Q,GPU,2015-08-30,28.0,225.0,398.0,398,5200.0,557.0,TSMC,NVIDIA
NVIDIA GRID M60-2Q,GPU,2015-08-30,28.0,225.0,398.0,398,5200.0,557.0,TSMC,NVIDIA
NVIDIA GRID M60-4A,GPU,2015-08-30,28.0,225.0,398.0,398,5200.0,557.0,TSMC,NVIDIA
NVIDIA GRID M60-8Q,GPU,2015-08-30,28.0,225.0,398.0,398,5200.0,557.0,TSMC,NVIDIA
NVIDIA GeForce 845M,GPU,2015-08-26,28.0,33.0,77.0,77,1020.0,1071.0,TSMC,NVIDIA
NVIDIA GeForce 945M,GPU,2015-10-27,28.0,75.0,148.0,148,1870.0,928.0,TSMC,NVIDIA
NVIDIA GeForce GTX 750 GM206,GPU,2015-11-17,28.0,60.0,228.0,228,2940.0,1087.0,TSMC,NVIDIA
NVIDIA GeForce GTX 950,GPU,2015-08-20,28.0,90.0,228.0,228,2940.0,1024.0,TSMC,NVIDIA
NVIDIA GeForce GTX 980 Ti,GPU,2015-06-02,28.0,250.0,601.0,601,8000.0,1000.0,TSMC,NVIDIA
NVIDIA NVS 810,GPU,2015-11-04,28.0,68.0,148.0,148,1870.0,902.0,TSMC,NVIDIA
NVIDIA Quadro M1000M,GPU,2015-08-18,28.0,40.0,148.0,148,1870.0,993.0,TSMC,NVIDIA
NVIDIA Quadro M2000M,GPU,2015-12-03,28.0,55.0,148.0,148,1870.0,1098.0,TSMC,NVIDIA
NVIDIA Quadro M3000M,GPU,2015-08-18,28.0,75.0,398.0,398,5200.0,823.0,TSMC,NVIDIA
NVIDIA Quadro M4000,GPU,2015-06-29,28.0,120.0,398.0,398,5200.0,773.0,TSMC,NVIDIA
NVIDIA Quadro M4000M,GPU,2015-08-18,28.0,100.0,398.0,398,5200.0,975.0,TSMC,NVIDIA
NVIDIA Quadro M5000,GPU,2015-06-29,28.0,150.0,398.0,398,5200.0,861.0,TSMC,NVIDIA
NVIDIA Quadro M5000M,GPU,2015-08-18,28.0,100.0,398.0,398,5200.0,962.0,TSMC,NVIDIA
NVIDIA Quadro M600M,GPU,2015-08-18,28.0,30.0,148.0,148,1870.0,837.0,TSMC,NVIDIA
NVIDIA Tesla M4,GPU,2015-11-10,28.0,50.0,228.0,228,2940.0,872.0,TSMC,NVIDIA
NVIDIA Tesla M40,GPU,2015-11-10,28.0,250.0,601.0,601,8000.0,948.0,TSMC,NVIDIA
NVIDIA Tesla M40 24 GB,GPU,2015-11-10,28.0,250.0,601.0,601,8000.0,948.0,TSMC,NVIDIA
NVIDIA Tesla M6 Mobile,GPU,2015-08-30,28.0,100.0,398.0,398,5200.0,930.0,TSMC,NVIDIA
NVIDIA Tesla M6 X2 Mobile,GPU,2015-08-30,28.0,100.0,398.0,398,5200.0,930.0,TSMC,NVIDIA
NVIDIA Tesla M60,GPU,2015-08-30,28.0,300.0,398.0,398,5200.0,557.0,TSMC,NVIDIA
AMD FirePro S7100X,GPU,2016-05-25,28.0,100.0,366.0,366,5000.0,725.0,TSMC,AMD
AMD FirePro S9300 X2,GPU,2016-03-31,28.0,300.0,596.0,596,8900.0,975.0,TSMC,AMD
AMD Radeon E9260 MXM,GPU,2016-09-27,14.0,50.0,123.0,123,3000.0,1053.0,GlobalFoundries,AMD
AMD Radeon E9260 PCIe,GPU,2016-09-27,14.0,80.0,123.0,123,3000.0,1090.0,GlobalFoundries,AMD
AMD Radeon E9550 MXM,GPU,2016-09-27,14.0,95.0,232.0,232,5700.0,1120.0,GlobalFoundries,AMD
AMD Radeon Instinct MI6,GPU,2016-12-12,14.0,150.0,232.0,232,5700.0,1120.0,GlobalFoundries,AMD
AMD Radeon Instinct MI8,GPU,2016-12-12,28.0,175.0,596.0,596,8900.0,1000.0,TSMC,AMD
AMD Radeon Pro 450,GPU,2016-10-30,14.0,35.0,123.0,123,3000.0,800.0,GlobalFoundries,AMD
AMD Radeon Pro 455,GPU,2016-10-30,14.0,35.0,123.0,123,3000.0,855.0,GlobalFoundries,AMD
AMD Radeon Pro 460,GPU,2016-10-30,14.0,35.0,123.0,123,3000.0,850.0,GlobalFoundries,AMD
AMD Radeon Pro Duo,GPU,2016-04-26,28.0,350.0,596.0,596,8900.0,1000.0,TSMC,AMD
AMD Radeon Pro SSG,GPU,2016-07-26,28.0,260.0,596.0,596,8900.0,1000.0,TSMC,AMD
AMD Radeon Pro WX 4100,GPU,2016-11-10,14.0,50.0,123.0,123,3000.0,1125.0,GlobalFoundries,AMD
AMD Radeon Pro WX 5100,GPU,2016-11-18,14.0,75.0,232.0,232,5700.0,713.0,GlobalFoundries,AMD
AMD Radeon Pro WX 7100,GPU,2016-11-10,14.0,130.0,232.0,232,5700.0,1188.0,GlobalFoundries,AMD
AMD Radeon R1E Mobile Graphics,GPU,2016-06-01,28.0,15.0,125.0,125,1200.0,300.0,GlobalFoundries,AMD
AMD Radeon R2 Mobile Graphics,GPU,2016-06-01,28.0,15.0,125.0,125,1200.0,200.0,GlobalFoundries,AMD
AMD Radeon R2E Mobile Graphics,GPU,2016-06-01,28.0,15.0,125.0,125,1200.0,200.0,GlobalFoundries,AMD
AMD Radeon R3 Mobile Graphics,GPU,2016-06-01,28.0,15.0,125.0,125,1200.0,200.0,GlobalFoundries,AMD
AMD Radeon R4 Mobile Graphics,GPU,2016-06-01,28.0,15.0,125.0,125,1200.0,200.0,GlobalFoundries,AMD
AMD Radeon R4E Mobile Graphics,GPU,2016-06-01,28.0,15.0,125.0,125,1200.0,400.0,GlobalFoundries,AMD
AMD Radeon R5 430 OEM,GPU,2016-06-30,28.0,50.0,77.0,77,950.0,730.0,TSMC,AMD
AMD Radeon R5 435 OEM,GPU,2016-06-30,28.0,50.0,56.0,56,690.0,1030.0,TSMC,AMD
AMD Radeon R5 Mobile Graphics,GPU,2016-06-01,28.0,15.0,125.0,125,1200.0,200.0,GlobalFoundries,AMD
AMD Radeon R5E Mobile Graphics,GPU,2016-06-01,28.0,15.0,125.0,125,1200.0,200.0,GlobalFoundries,AMD
AMD Radeon R7 350,GPU,2016-07-06,28.0,55.0,123.0,123,1500.0,800.0,TSMC,AMD
AMD Radeon R7 430 OEM,GPU,2016-06-30,28.0,50.0,77.0,77,950.0,730.0,TSMC,AMD
AMD Radeon R7 435 OEM,GPU,2016-06-30,28.0,50.0,77.0,77,950.0,920.0,TSMC,AMD
AMD Radeon R7 450 OEM,GPU,2016-06-30,28.0,65.0,123.0,123,1500.0,925.0,TSMC,AMD
AMD Radeon R9 M485X,GPU,2016-05-15,28.0,250.0,366.0,366,5000.0,723.0,TSMC,AMD
AMD Radeon RX 455 OEM,GPU,2016-06-30,28.0,100.0,160.0,160,2080.0,1050.0,TSMC,AMD
AMD Radeon RX 460,GPU,2016-08-08,14.0,75.0,123.0,123,3000.0,1090.0,GlobalFoundries,AMD
AMD Radeon RX 460 Mobile,GPU,2016-08-08,14.0,55.0,123.0,123,3000.0,1000.0,GlobalFoundries,AMD
AMD Radeon RX 470,GPU,2016-08-04,14.0,120.0,232.0,232,5700.0,926.0,GlobalFoundries,AMD
AMD Radeon RX 470 Mobile,GPU,2016-08-04,14.0,85.0,232.0,232,5700.0,926.0,GlobalFoundries,AMD
AMD Radeon RX 470D,GPU,2016-10-21,14.0,120.0,232.0,232,5700.0,926.0,GlobalFoundries,AMD
AMD Radeon RX 480,GPU,2016-06-29,14.0,150.0,232.0,232,5700.0,1120.0,GlobalFoundries,AMD
AMD Radeon RX 480 Mobile,GPU,2016-08-04,14.0,100.0,232.0,232,5700.0,1000.0,GlobalFoundries,AMD
AMD Radeon RX 580 OEM,GPU,2016-06-29,14.0,150.0,232.0,232,5700.0,1120.0,GlobalFoundries,AMD
NVIDIA GRID M10-8Q,GPU,2016-05-18,28.0,225.0,148.0,148,1870.0,1033.0,TSMC,NVIDIA
NVIDIA GRID M40,GPU,2016-05-18,28.0,50.0,148.0,148,1870.0,1033.0,TSMC,NVIDIA
NVIDIA GeForce 920MX,GPU,2016-03-25,28.0,16.0,77.0,77,1020.0,965.0,TSMC,NVIDIA
NVIDIA GeForce 940MX,GPU,2016-06-28,28.0,23.0,148.0,148,1870.0,795.0,TSMC,NVIDIA
NVIDIA GeForce 945M,GPU,2016-04-08,28.0,23.0,77.0,77,1020.0,1006.0,TSMC,NVIDIA
NVIDIA GeForce GTX 1050,GPU,2016-10-25,14.0,75.0,132.0,132,3300.0,1354.0,Samsung,NVIDIA
NVIDIA GeForce GTX 1050 Ti,GPU,2016-10-25,14.0,75.0,132.0,132,3300.0,1291.0,Samsung,NVIDIA
NVIDIA GeForce GTX 760 OEM,GPU,2016-11-06,28.0,170.0,294.0,294,3540.0,993.0,TSMC,NVIDIA
NVIDIA GeForce GTX 980MX,GPU,2016-06-01,28.0,148.0,398.0,398,5200.0,1050.0,TSMC,NVIDIA
NVIDIA Quadro M2000,GPU,2016-04-08,28.0,75.0,228.0,228,2940.0,796.0,TSMC,NVIDIA
NVIDIA Quadro M3000 SE,GPU,2016-10-02,28.0,75.0,398.0,398,5200.0,823.0,TSMC,NVIDIA
NVIDIA Quadro M500M,GPU,2016-04-27,28.0,30.0,77.0,77,1020.0,1029.0,TSMC,NVIDIA
NVIDIA Quadro M5500 Mobile,GPU,2016-04-08,28.0,150.0,398.0,398,5200.0,1140.0,TSMC,NVIDIA
NVIDIA Quadro M6000 24 GB,GPU,2016-03-05,28.0,250.0,601.0,601,8000.0,988.0,TSMC,NVIDIA
NVIDIA Tesla M10,GPU,2016-05-18,28.0,225.0,148.0,148,1870.0,1033.0,TSMC,NVIDIA
AMD Radeon 520 Mobile DDR3,GPU,2017-04-18,28.0,50.0,56.0,56,690.0,1030.0,TSMC,AMD
AMD Radeon 520 Mobile GDDR5,GPU,2017-04-18,28.0,50.0,56.0,56,690.0,1030.0,TSMC,AMD
AMD Radeon 520 OEM,GPU,2017-04-18,28.0,50.0,56.0,56,690.0,1030.0,TSMC,AMD
AMD Radeon 530 Mobile DDR3,GPU,2017-04-18,28.0,50.0,125.0,125,1550.0,730.0,TSMC,AMD
AMD Radeon 530 Mobile GDDR5,GPU,2017-04-18,28.0,50.0,125.0,125,1550.0,730.0,TSMC,AMD
AMD Radeon 530X Mobile,GPU,2017-04-18,28.0,50.0,125.0,125,1550.0,730.0,TSMC,AMD
AMD Radeon 535 Mobile,GPU,2017-04-18,28.0,50.0,125.0,125,1550.0,730.0,TSMC,AMD
AMD Radeon 550,GPU,2017-04-20,14.0,50.0,103.0,103,2200.0,1100.0,GlobalFoundries,AMD
AMD Radeon E9171 MCM,GPU,2017-10-03,14.0,40.0,103.0,103,2200.0,1124.0,GlobalFoundries,AMD
AMD Radeon E9172 MXM,GPU,2017-10-03,14.0,35.0,103.0,103,2200.0,1124.0,GlobalFoundries,AMD
AMD Radeon E9173 PCIe,GPU,2017-10-03,14.0,35.0,103.0,103,2200.0,1124.0,GlobalFoundries,AMD
AMD Radeon E9174 MXM,GPU,2017-10-03,14.0,50.0,103.0,103,2200.0,1124.0,GlobalFoundries,AMD
AMD Radeon E9175 PCIe,GPU,2017-10-03,14.0,50.0,103.0,103,2200.0,1124.0,GlobalFoundries,AMD
AMD Radeon Instinct MI25,GPU,2017-06-27,14.0,300.0,495.0,495,12500.0,1400.0,GlobalFoundries,AMD
AMD Radeon Pro 555,GPU,2017-06-05,14.0,75.0,123.0,123,3000.0,850.0,GlobalFoundries,AMD
AMD Radeon Pro 560,GPU,2017-04-18,14.0,75.0,123.0,123,3000.0,907.0,GlobalFoundries,AMD
AMD Radeon Pro 570,GPU,2017-06-05,14.0,150.0,232.0,232,5700.0,1000.0,GlobalFoundries,AMD
AMD Radeon Pro 575,GPU,2017-06-05,14.0,150.0,232.0,232,5700.0,1096.0,GlobalFoundries,AMD
AMD Radeon Pro 580,GPU,2017-06-05,14.0,185.0,232.0,232,5700.0,1100.0,GlobalFoundries,AMD
AMD Radeon Pro Duo Polaris,GPU,2017-04-24,14.0,250.0,232.0,232,5700.0,1243.0,GlobalFoundries,AMD
AMD Radeon Pro SSG,GPU,2017-08-08,14.0,260.0,495.0,495,12500.0,1440.0,GlobalFoundries,AMD
AMD Radeon Pro V320,GPU,2017-06-29,14.0,230.0,495.0,495,12500.0,852.0,GlobalFoundries,AMD
AMD Radeon Pro Vega 56,GPU,2017-08-14,14.0,210.0,495.0,495,12500.0,1138.0,GlobalFoundries,AMD
AMD Radeon Pro Vega 64,GPU,2017-06-27,14.0,250.0,495.0,495,12500.0,1250.0,GlobalFoundries,AMD
AMD Radeon Pro WX 2100,GPU,2017-06-04,14.0,35.0,103.0,103,2200.0,925.0,GlobalFoundries,AMD
AMD Radeon Pro WX 3100,GPU,2017-06-12,14.0,65.0,103.0,103,2200.0,925.0,GlobalFoundries,AMD
AMD Radeon Pro WX 4130 Mobile,GPU,2017-03-01,14.0,50.0,123.0,123,3000.0,1002.0,GlobalFoundries,AMD
AMD Radeon Pro WX 4150 Mobile,GPU,2017-03-01,14.0,50.0,123.0,123,3000.0,1002.0,GlobalFoundries,AMD
AMD Radeon Pro WX 4170 Mobile,GPU,2017-03-01,14.0,50.0,123.0,123,3000.0,1002.0,GlobalFoundries,AMD
AMD Radeon Pro WX 7100 Mobile,GPU,2017-03-01,14.0,130.0,232.0,232,5700.0,1188.0,GlobalFoundries,AMD
AMD Radeon Pro WX 7130 Mobile,GPU,2017-03-01,14.0,130.0,232.0,232,5700.0,1188.0,GlobalFoundries,AMD
AMD Radeon Pro WX 8100,GPU,2017-12-03,14.0,230.0,495.0,495,12500.0,1200.0,GlobalFoundries,AMD
AMD Radeon Pro WX 9100,GPU,2017-07-10,14.0,230.0,495.0,495,12500.0,1200.0,GlobalFoundries,AMD
AMD Radeon R5 Graphics,GPU,2017-09-05,28.0,15.0,125.0,125,1200.0,200.0,GlobalFoundries,AMD
AMD Radeon RX 460 1024SP,GPU,2017-01-17,14.0,75.0,123.0,123,3000.0,1090.0,GlobalFoundries,AMD
AMD Radeon RX 540 Mobile,GPU,2017-11-11,14.0,50.0,103.0,103,2200.0,1046.0,GlobalFoundries,AMD
AMD Radeon RX 550,GPU,2017-04-20,14.0,50.0,103.0,103,2200.0,1100.0,GlobalFoundries,AMD
AMD Radeon RX 550 512SP,GPU,2017-10-13,14.0,50.0,123.0,123,3000.0,1019.0,GlobalFoundries,AMD
AMD Radeon RX 550 640SP,GPU,2017-10-13,14.0,60.0,123.0,123,3000.0,1019.0,GlobalFoundries,AMD
AMD Radeon RX 550 Mobile,GPU,2017-07-02,14.0,50.0,103.0,103,2200.0,1100.0,GlobalFoundries,AMD
AMD Radeon RX 560,GPU,2017-04-18,14.0,75.0,123.0,123,3000.0,1175.0,GlobalFoundries,AMD
AMD Radeon RX 560 896SP,GPU,2017-07-04,14.0,45.0,123.0,123,3000.0,1090.0,GlobalFoundries,AMD
AMD Radeon RX 560D,GPU,2017-07-04,14.0,65.0,123.0,123,3000.0,1090.0,GlobalFoundries,AMD
AMD Radeon RX 570,GPU,2017-04-18,14.0,150.0,232.0,232,5700.0,1168.0,GlobalFoundries,AMD
AMD Radeon RX 570 Mobile,GPU,2017-12-10,14.0,85.0,232.0,232,5700.0,926.0,GlobalFoundries,AMD
AMD Radeon RX 580,GPU,2017-04-18,14.0,185.0,232.0,232,5700.0,1257.0,GlobalFoundries,AMD
AMD Radeon RX 580 Mobile,GPU,2017-04-18,14.0,100.0,232.0,232,5700.0,1000.0,GlobalFoundries,AMD
AMD Radeon RX Vega 10 Mobile,GPU,2017-10-26,14.0,10.0,210.0,210,4940.0,300.0,GlobalFoundries,AMD
AMD Radeon RX Vega 56,GPU,2017-08-14,14.0,210.0,495.0,495,12500.0,1156.0,GlobalFoundries,AMD
AMD Radeon RX Vega 64,GPU,2017-08-07,14.0,295.0,495.0,495,12500.0,1247.0,GlobalFoundries,AMD
AMD Radeon RX Vega 64 Limited Edition,GPU,2017-08-07,14.0,295.0,495.0,495,12500.0,1247.0,GlobalFoundries,AMD
AMD Radeon RX Vega 64 Liquid Cooling,GPU,2017-08-07,14.0,345.0,495.0,495,12500.0,1406.0,GlobalFoundries,AMD
AMD Radeon Vega 8 Mobile,GPU,2017-10-26,14.0,25.0,210.0,210,4940.0,300.0,GlobalFoundries,AMD
AMD Radeon Vega Frontier Edition,GPU,2017-06-27,14.0,300.0,495.0,495,12500.0,1382.0,GlobalFoundries,AMD
AMD Radeon Vega Frontier Edition Watercooled,GPU,2017-07-13,14.0,375.0,495.0,495,12500.0,1382.0,GlobalFoundries,AMD
NVIDIA GeForce GT 1030,GPU,2017-05-17,14.0,30.0,74.0,74,1800.0,1228.0,Samsung,NVIDIA
NVIDIA GeForce GT 720 OEM,GPU,2017-10-29,28.0,50.0,118.0,118,1270.0,993.0,TSMC,NVIDIA
NVIDIA GeForce MX110,GPU,2017-11-17,28.0,30.0,77.0,77,1020.0,978.0,TSMC,NVIDIA
NVIDIA GeForce MX130,GPU,2017-11-17,28.0,30.0,77.0,77,1020.0,1109.0,TSMC,NVIDIA
NVIDIA GeForce MX150,GPU,2017-05-17,14.0,10.0,74.0,74,1800.0,937.0,Samsung,NVIDIA
NVIDIA GeForce MX150,GPU,2017-05-17,14.0,25.0,74.0,74,1800.0,1469.0,Samsung,NVIDIA
NVIDIA Quadro M1200 Mobile,GPU,2017-01-11,28.0,45.0,148.0,148,1870.0,991.0,TSMC,NVIDIA
NVIDIA Quadro M520 Mobile,GPU,2017-01-11,28.0,25.0,77.0,77,1020.0,965.0,TSMC,NVIDIA
NVIDIA Quadro M620 Mobile,GPU,2017-01-11,28.0,30.0,148.0,148,1870.0,756.0,TSMC,NVIDIA
NVIDIA Quadro P1000,GPU,2017-02-07,14.0,47.0,132.0,132,3300.0,1266.0,Samsung,NVIDIA
NVIDIA Quadro P1000,GPU,2017-02-07,14.0,47.0,132.0,132,3300.0,1354.0,Samsung,NVIDIA
NVIDIA Quadro P1000 Mobile,GPU,2017-02-07,14.0,40.0,132.0,132,3300.0,1493.0,Samsung,NVIDIA
NVIDIA Quadro P2000 Mobile,GPU,2017-02-06,14.0,50.0,132.0,132,3300.0,1557.0,Samsung,NVIDIA
NVIDIA Quadro P400,GPU,2017-02-07,14.0,30.0,132.0,132,3300.0,1228.0,Samsung,NVIDIA
